,city,source,pollutant_subtype,concentration
491,"Washington, DC",powerplants,PM25_PRIMARY,0.007728899948999536
492,Oslo,soil,PM25_NO3,0.0007166217391386117
493,Delhi NCT,solvents,PM25_PRIMARY,0.0
494,Abidjan,residential,PM25_NO3,0.011589173806311526
495,Quezon City,residential,PM25_SO4,0.0018923932249561677
496,London,industry,PM25_PRIMARY,0.11710178606886035
497,Berlin,wildfires,PM25_NH4,0.0
498,Amsterdam,vegetation,PM25_PRIMARY,0.0
499,San Francisco,industry,PM25_PRIMARY,0.5151134637259541
500,Lagos,transportation,PM25_PRIMARY,0.14446255732698782
501,Kolkata,agriculture,PM25_PRIMARY,0.0
502,Durban (eThekwini),shipping,PM25_NH4,2.0490209588238643e-05
503,Copenhagen,shipping,PM25_PRIMARY,0.00032999811665801216
504,New Orleans,soil,PM25_PRIMARY,0.0
505,Boston,dust,PM25_SOA,0.0
506,Kuala Lumpur,shipping,PM25_NH4,5.804493078020474e-05
507,Paris,agriculture,PM25_PRIMARY,0.0
508,Lima,powerplants,PM25_NH4,0.007899354166432357
509,Rotterdam,agriculture,PM25_PRIMARY,0.0
510,Johannesburg,soil,PM25_NH4,0.0
511,Lagos,agriculture,PM25_PRIMARY,0.0
512,Stockholm,soil,PM25_NH4,0.0
513,Johannesburg,residential,PM25_NH4,0.2941524847054258
514,Miami,wildfires,PM25_NO3,2.231994922933527e-07
515,Austin,soil,PM25_PRIMARY,0.0
516,Santiago,solvents,PM25_PRIMARY,0.0
517,Kolkata,waste_handling,PM25_PRIMARY,0.24148956373729585
518,Bogotá,agriculture,PM25_PRIMARY,0.0
519,Tel Aviv,vegetation,PM25_SO4,0.0
520,Chengdu,powerplants,PM25_SO4,1.851293218787431
521,Cape Town,transportation,PM25_NH4,0.03743489170696805
522,Beijing,shipping,PM25_PRIMARY,0.0
523,Shanghai,powerplants,PM25_PRIMARY,4.149251870365061
524,"Washington, DC",solvents,PM25_PRIMARY,0.0
525,Curitiba,vegetation,PM25_SO4,0.0
526,Sydney,powerplants,PM25_PRIMARY,0.005711653433375527
527,Singapore,dust,PM25_NH4,0.0
528,Hangzhou,soil,PM25_PRIMARY,0.0
529,Yokohama,residential,PM25_SO4,0.13162704403017472
530,Quezon City,waste_handling,PM25_NO3,8.570583116049753e-05
531,Nanjing,solvents,PM25_PRIMARY,0.0
532,Chengdu,wildfires,PM25_PRIMARY,0.0
533,Paris,soil,PM25_NO3,0.0013624169947362484
534,Ho Chi Minh City,shipping,PM25_PRIMARY,2.6974934572311686e-05
535,Accra,solvents,PM25_PRIMARY,0.0
536,Nairobi,soil,PM25_PRIMARY,0.0
537,Lisbon,vegetation,PM25_PRIMARY,0.0
538,Addis Ababa,agriculture,PM25_PRIMARY,0.0
539,Ciudad de México,waste_handling,PM25_NO3,0.11177180136918224
540,Nanjing,agriculture,PM25_NH4,0.2165135752953486
541,Jaipur,solvents,PM25_PRIMARY,0.0
542,Durban (eThekwini),wildfires,PM25_NH4,0.0008979013368689226
543,Tokyo,waste_handling,PM25_NO3,4.765026824494778e-05
544,Zhenjiang,waste_handling,PM25_PRIMARY,0.26142951078098303
545,Phoenix,industry,PM25_NO3,0.01937024767654911
546,Chicago,residential,PM25_NO3,0.5183736393895327
547,Venice,dust,PM25_PRIMARY,0.0
548,Dakar,residential,PM25_NH4,0.13371455262366438
549,Montréal,powerplants,PM25_PRIMARY,0.003254658929681172
550,Karachi,agriculture,PM25_PRIMARY,0.0
551,Tshwane,wildfires,PM25_NO3,0.00011385090405839092
552,Montréal,residential,PM25_PRIMARY,0.6557629110449591
553,Dar es Salaam,wildfires,PM25_PRIMARY,0.0
554,Amsterdam,transportation,PM25_NO3,0.4149988154844846
555,Phoenix,wildfires,PM25_PRIMARY,0.0
556,Shenzhen,residential,PM25_SO4,2.8681131904961186
557,Los Angeles,industry,PM25_NO3,1.1719753611529085
558,Melbourne,industry,PM25_PRIMARY,0.20631257138618064
559,Abidjan,vegetation,PM25_PRIMARY,0.0
560,San Francisco,dust,PM25_PRIMARY,0.2867894715391552
561,Portland,wildfires,PM25_NH4,3.829634021520569e-07
562,Shanghai,waste_handling,PM25_PRIMARY,0.5010423522694039
563,Buenos Aires,solvents,PM25_PRIMARY,0.0
564,Johannesburg,waste_handling,PM25_NH4,0.25059879943698155
565,London,waste_handling,PM25_PRIMARY,0.0056248192133707105
566,Toronto,transportation,PM25_NH4,0.03586063118598496
567,Bogotá,waste_handling,PM25_NO3,0.10473042005596646
568,Chengdu,residential,PM25_SO4,3.900016793943996
569,Lima,waste_handling,PM25_PRIMARY,3.686980932606998
570,Karachi,waste_handling,PM25_SOA,0.3160638941341066
571,Shenzhen,dust,PM25_NH4,0.0
572,Istanbul,shipping,PM25_PRIMARY,0.0015703815736748867
573,Accra,shipping,PM25_PRIMARY,7.585294342578365e-05
574,"Washington, DC",residential,PM25_PRIMARY,0.1847952737799772
575,Addis Ababa,dust,PM25_PRIMARY,0.0006828761780964555
576,Santiago,waste_handling,PM25_NH4,0.0802424085382278
577,Los Angeles,solvents,PM25_NH4,0.0
578,Auckland,transportation,PM25_NH4,0.020885817488371632
579,Berlin,soil,PM25_NH4,0.0
580,Salvador,powerplants,PM25_NH4,0.014615565089491304
581,Moscow,powerplants,PM25_PRIMARY,0.3656229902466915
582,Quito,residential,PM25_PRIMARY,0.08397852374328596
583,Tshwane,soil,PM25_PRIMARY,0.0
584,Bangkok,powerplants,PM25_NH4,0.2958035190380806
585,Chengdu,agriculture,PM25_PRIMARY,0.0
586,Chicago,soil,PM25_NO3,0.0011839203284117106
587,Qingdao,soil,PM25_NO3,0.08489971335459491
588,Los Angeles,vegetation,PM25_PRIMARY,0.0
589,Ho Chi Minh City,powerplants,PM25_NH4,0.021858371739446103
590,Cape Town,waste_handling,PM25_NO3,0.5186677415286737
591,Rome,shipping,PM25_NH4,1.8061480391859486e-05
592,Istanbul,waste_handling,PM25_PRIMARY,0.1913326228848049
593,Fuzhou,wildfires,PM25_NO3,0.0003403464715199899
594,Jakarta,agriculture,PM25_PRIMARY,0.0
595,Rotterdam,residential,PM25_PRIMARY,0.017486708597618257
596,Istanbul,solvents,PM25_NO3,0.0
597,San Francisco,vegetation,PM25_NH4,0.0
598,Cape Town,shipping,PM25_NH4,6.440109677057793e-05
599,Stockholm,wildfires,PM25_NH4,0.0
600,Bengaluru,solvents,PM25_PRIMARY,0.0
601,Cape Town,powerplants,PM25_NO3,0.006154355827178539
602,Guangzhou,waste_handling,PM25_PRIMARY,0.3552010187934008
603,Dar es Salaam,powerplants,PM25_PRIMARY,0.0060049271342250965
604,Nairobi,agriculture,PM25_NO3,0.000523596342269684
605,Chennai,vegetation,PM25_PRIMARY,0.0
606,Santiago,industry,PM25_PRIMARY,3.5409664037949162
607,Ho Chi Minh City,dust,PM25_NH4,0.0
608,Yokohama,agriculture,PM25_NO3,0.0013050873951393224
609,Addis Ababa,wildfires,PM25_NO3,0.0
610,Austin,solvents,PM25_PRIMARY,0.0
611,Santiago,wildfires,PM25_PRIMARY,0.0
612,Nairobi,waste_handling,PM25_PRIMARY,0.2081762096765581
613,Sydney,solvents,PM25_NH4,0.0
614,Guadalajara,transportation,PM25_PRIMARY,0.3659507117782244
615,Austin,wildfires,PM25_PRIMARY,7.640658118616999e-05
616,Miami,residential,PM25_NH4,0.015729084576701014
617,Melbourne,wildfires,PM25_PRIMARY,0.0
618,Wuhan,transportation,PM25_PRIMARY,0.9873077051670008
619,Delhi NCT,agriculture,PM25_NH4,0.06929481349489
620,Jakarta,waste_handling,PM25_PRIMARY,0.36228564009264747
621,Amsterdam,wildfires,PM25_PRIMARY,0.00019702170021648389
622,Bogotá,dust,PM25_NH4,0.0
623,Hangzhou,solvents,PM25_NH4,0.0
624,Yokohama,soil,PM25_PRIMARY,0.0
625,Quito,waste_handling,PM25_PRIMARY,2.3574678318683016
626,Houston,residential,PM25_NO3,0.041390105069050026
627,Montréal,vegetation,PM25_PRIMARY,0.0
628,Fuzhou,transportation,PM25_NO3,0.2972357486996737
629,Fuzhou,powerplants,PM25_PRIMARY,0.15603388149326924
630,Heidelberg,dust,PM25_PRIMARY,0.0
631,Lima,residential,PM25_PRIMARY,0.8792501370753761
632,Dalian,shipping,PM25_PRIMARY,0.00026342473650656977
633,Nanjing,powerplants,PM25_NH4,0.004895717962082736
634,Shanghai,industry,PM25_PRIMARY,1.3083509890900162
635,Heidelberg,residential,PM25_PRIMARY,0.019824256336355702
636,Chicago,vegetation,PM25_PRIMARY,0.0
637,Medellín,waste_handling,PM25_SO4,0.06805169768888304
638,Freetown,wildfires,PM25_PRIMARY,0.0
639,Miami,waste_handling,PM25_PRIMARY,0.0455678555101082
640,Fuzhou,industry,PM25_SO4,0.8245462576122058
641,Jakarta,industry,PM25_PRIMARY,2.719262194574784
642,Hanoi,industry,PM25_PRIMARY,0.3949869660384943
643,Philadelphia,solvents,PM25_PRIMARY,0.0
644,Milan,dust,PM25_NO3,0.0
645,Auckland,dust,PM25_NO3,0.0
646,Buenos Aires,shipping,PM25_PRIMARY,0.001299256788293338
647,Amsterdam,powerplants,PM25_PRIMARY,0.024082703450720992
648,Montréal,soil,PM25_PRIMARY,0.0
649,Shenzhen,waste_handling,PM25_NH4,0.1763865246023038
650,Melbourne,soil,PM25_SO4,0.0
651,Quito,soil,PM25_PRIMARY,0.0
652,São Paulo,wildfires,PM25_PRIMARY,0.0
653,Karachi,residential,PM25_NH4,0.16065309440067754
654,Istanbul,agriculture,PM25_PRIMARY,0.0
655,Freetown,waste_handling,PM25_PRIMARY,0.6941111059939951
656,Miami,soil,PM25_PRIMARY,0.0
657,San Francisco,soil,PM25_NO3,0.001048135336488644
658,Nairobi,solvents,PM25_SO4,0.0
659,São Paulo,industry,PM25_PRIMARY,11.976630881618952
660,Guangzhou,industry,PM25_PRIMARY,1.36494622992583
661,Dakar,shipping,PM25_PRIMARY,0.0016775465499957519
662,Guadalajara,agriculture,PM25_SO4,0.0
663,Hong Kong,residential,PM25_NH4,0.006117722328549993
664,Dubai,soil,PM25_PRIMARY,0.0
665,Kolkata,residential,PM25_NH4,0.04255224320284548
666,Paris,wildfires,PM25_NH4,0.0
667,Wuhan,powerplants,PM25_NH4,0.006727742665128063
668,Kolkata,solvents,PM25_PRIMARY,0.0
669,Beijing,residential,PM25_PRIMARY,1.5099508299246254
670,Cape Town,vegetation,PM25_PRIMARY,0.0
671,Quito,transportation,PM25_NO3,0.4744874797495151
672,Beijing,powerplants,PM25_PRIMARY,1.3810979184184569
673,Oslo,wildfires,PM25_NO3,0.0
674,Tshwane,shipping,PM25_NO3,0.0
675,Dhaka,waste_handling,PM25_NO3,0.0936957948769268
676,Guadalajara,industry,PM25_PRIMARY,0.4709540093371041
677,Philadelphia,vegetation,PM25_PRIMARY,0.0
678,Lagos,dust,PM25_PRIMARY,0.0
679,"Washington, DC",vegetation,PM25_NH4,0.0
680,Bengaluru,wildfires,PM25_NO3,0.000539344434804175
681,Milan,shipping,PM25_NH4,7.405260643122159e-07
682,Durban (eThekwini),dust,PM25_PRIMARY,0.0
683,Quezon City,industry,PM25_PRIMARY,0.009364615349421812
684,Sydney,transportation,PM25_PRIMARY,0.08773589398819172
685,Hong Kong,solvents,PM25_PRIMARY,0.0
686,Bengaluru,industry,PM25_NH4,0.028564761490854174
687,"Washington, DC",waste_handling,PM25_NH4,0.012335427847565415
688,Beijing,wildfires,PM25_SO4,0.000785616482494899
689,Bogotá,transportation,PM25_NH4,0.02725582239438656
690,Chennai,soil,PM25_SOA,0.0
691,Dakar,soil,PM25_NO3,0.001256362347125065
692,Toronto,solvents,PM25_PRIMARY,0.0
693,Buenos Aires,vegetation,PM25_NH4,0.0
694,São Paulo,waste_handling,PM25_NH4,0.705020864039733
695,Hangzhou,vegetation,PM25_NH4,0.0
696,Qingdao,transportation,PM25_PRIMARY,0.5444320656122762
697,Abidjan,shipping,PM25_NH4,1.3219204636143613e-06
698,Istanbul,vegetation,PM25_PRIMARY,0.0
699,Shanghai,transportation,PM25_NH4,0.02652122979988484
700,Dalian,dust,PM25_NH4,0.0
701,Delhi NCT,soil,PM25_PRIMARY,0.0
702,"Washington, DC",wildfires,PM25_PRIMARY,0.0
703,Kolkata,shipping,PM25_NO3,2.5451971419733845e-05
704,Addis Ababa,vegetation,PM25_SO4,0.0
705,Tel Aviv,powerplants,PM25_NH4,0.0027066284204000693
706,Miami,industry,PM25_NO3,0.06083490209452393
707,Addis Ababa,solvents,PM25_NH4,0.0
708,Kuala Lumpur,agriculture,PM25_PRIMARY,0.0
709,Amman,solvents,PM25_PRIMARY,0.0
710,Nanjing,transportation,PM25_SOA,0.019255779052284136
711,Johannesburg,wildfires,PM25_PRIMARY,0.0
712,London,solvents,PM25_PRIMARY,0.0
713,Austin,dust,PM25_PRIMARY,0.03218749991022715
714,Jakarta,shipping,PM25_NH4,3.568174455587613e-05
715,Accra,powerplants,PM25_PRIMARY,0.0005387699001544884
716,Yokohama,solvents,PM25_NH4,0.0
717,Amman,vegetation,PM25_PRIMARY,0.0
718,Paris,residential,PM25_PRIMARY,0.3116699194261361
719,Portland,residential,PM25_PRIMARY,0.13126144410479654
720,Bogotá,vegetation,PM25_NH4,0.0
721,Tel Aviv,industry,PM25_PRIMARY,0.2722894253279528
722,São Paulo,dust,PM25_NH4,0.0
723,Milan,solvents,PM25_NH4,0.0
724,Melbourne,transportation,PM25_PRIMARY,0.07440369543819028
725,Paris,industry,PM25_NH4,0.05372649923667962
726,Lisbon,industry,PM25_PRIMARY,0.2538378830569529
727,Los Angeles,dust,PM25_SO4,0.0
728,Lisbon,shipping,PM25_SO4,0.03416427643479026
729,Venice,waste_handling,PM25_PRIMARY,0.0043214296941225154
730,Karachi,wildfires,PM25_NO3,1.1303838132861647e-05
731,Qingdao,shipping,PM25_NH4,4.1333374054769235e-06
732,Yokohama,transportation,PM25_NH4,0.06951267650658381
733,Accra,dust,PM25_PRIMARY,0.0
734,Rotterdam,powerplants,PM25_NH4,0.0020273431026446684
735,Amsterdam,vegetation,PM25_NH4,0.0
736,Ho Chi Minh City,industry,PM25_PRIMARY,0.858320494373771
737,Phoenix,residential,PM25_PRIMARY,0.1368985002792097
738,Medellín,soil,PM25_PRIMARY,0.0
739,Singapore,residential,PM25_PRIMARY,0.1758957630671882
740,Toronto,residential,PM25_PRIMARY,0.5674156990380248
741,Seoul,agriculture,PM25_PRIMARY,0.0
742,Lima,shipping,PM25_PRIMARY,0.0017264424408751716
743,Montréal,solvents,PM25_NH4,0.0
744,Hong Kong,powerplants,PM25_PRIMARY,0.28181004730996945
745,Guangzhou,soil,PM25_NH4,0.0
746,Boston,soil,PM25_NO3,0.0
747,Amsterdam,residential,PM25_NO3,0.13564767981957865
748,Lagos,agriculture,PM25_NH4,0.017248981122764788
749,Abidjan,solvents,PM25_NO3,0.0
750,Sydney,residential,PM25_PRIMARY,0.18007150116802614
751,Rome,soil,PM25_PRIMARY,0.0
752,Paris,shipping,PM25_NO3,0.00019575083310113445
753,Phoenix,waste_handling,PM25_NH4,0.004621988634666481
754,Venice,solvents,PM25_NH4,0.0
755,Amsterdam,soil,PM25_NO3,0.003938277382606884
756,Addis Ababa,transportation,PM25_PRIMARY,0.37082681642762816
757,Lagos,industry,PM25_NH4,0.21105275807631474
758,Dalian,industry,PM25_PRIMARY,0.4580123119834014
759,Stockholm,residential,PM25_PRIMARY,0.06187680716714974
760,Salvador,agriculture,PM25_SOA,0.0
761,London,residential,PM25_PRIMARY,0.13107007409851654
762,New York City,powerplants,PM25_PRIMARY,0.052032189766741004
763,Moscow,industry,PM25_NO3,0.2886830205066151
764,Austin,soil,PM25_NH4,0.0
765,Venice,shipping,PM25_SO4,0.0007494786243131272
766,Bogotá,solvents,PM25_NO3,0.0
767,Lima,agriculture,PM25_SOA,0.0
768,Amman,industry,PM25_PRIMARY,0.03589999886556214
769,Hangzhou,industry,PM25_PRIMARY,1.120861284111017
770,Abidjan,transportation,PM25_PRIMARY,0.08888382536698662
771,Freetown,industry,PM25_PRIMARY,0.08516472514148501
772,Houston,shipping,PM25_NO3,0.001094421578786993
773,Accra,solvents,PM25_NH4,0.0
774,Rio de Janeiro,transportation,PM25_PRIMARY,0.4084251081851547
775,Dar es Salaam,agriculture,PM25_SO4,0.0
776,Singapore,waste_handling,PM25_NH4,0.03271747345812232
777,Rio de Janeiro,dust,PM25_PRIMARY,0.0
778,Dar es Salaam,dust,PM25_PRIMARY,0.0
779,Freetown,powerplants,PM25_NH4,0.001799335607126549
780,Johannesburg,solvents,PM25_NH4,0.0
781,Portland,solvents,PM25_PRIMARY,0.0
782,Tshwane,vegetation,PM25_NO3,0.0
783,Copenhagen,waste_handling,PM25_PRIMARY,0.002207183348034168
784,Medellín,solvents,PM25_PRIMARY,0.0
785,Dar es Salaam,solvents,PM25_PRIMARY,0.0
786,Ciudad de México,shipping,PM25_NO3,0.0
787,Quezon City,vegetation,PM25_NH4,0.0
788,Athens,residential,PM25_PRIMARY,0.2413885221027056
789,Venice,dust,PM25_NH4,0.0
790,Copenhagen,residential,PM25_PRIMARY,0.17296476310413633
791,Bogotá,residential,PM25_NO3,0.09461790379091374
792,Oslo,dust,PM25_NO3,0.0
793,Singapore,powerplants,PM25_NO3,1.237884389383847
794,Cape Town,transportation,PM25_NO3,0.8680628230753621
795,Seoul,soil,PM25_PRIMARY,0.0
796,Melbourne,industry,PM25_NH4,0.03593439507314458
797,Dakar,transportation,PM25_PRIMARY,0.3151300058497191
798,Stockholm,transportation,PM25_PRIMARY,0.019836758287652568
799,Karachi,powerplants,PM25_PRIMARY,0.03334658660075448
800,San Francisco,dust,PM25_NH4,0.0
801,Moscow,soil,PM25_PRIMARY,0.0
802,Guangzhou,residential,PM25_SO4,2.4836182709642367
803,Lagos,powerplants,PM25_NO3,0.03862671554039681
804,Bogotá,wildfires,PM25_PRIMARY,0.009935816771575028
805,Amman,powerplants,PM25_NH4,0.00034251870592987314
806,Seoul,wildfires,PM25_NH4,0.0
807,Houston,soil,PM25_NO3,0.0013633663174032107
808,Abidjan,soil,PM25_PRIMARY,0.0
809,Lisbon,dust,PM25_PRIMARY,0.0
810,Zhenjiang,industry,PM25_PRIMARY,0.2160047947379128
811,New York City,soil,PM25_NO3,0.003038716125407473
812,Chennai,powerplants,PM25_PRIMARY,0.23190670947892103
813,Kolkata,dust,PM25_PRIMARY,0.0
814,Philadelphia,soil,PM25_PRIMARY,0.0
815,Dakar,dust,PM25_NO3,0.0
816,Dubai,dust,PM25_SO4,0.0
817,Freetown,shipping,PM25_NH4,3.121699909418238e-06
818,Melbourne,residential,PM25_PRIMARY,0.12781426617456934
819,Chengdu,solvents,PM25_PRIMARY,0.0
820,Bogotá,soil,PM25_PRIMARY,0.0
821,New Orleans,residential,PM25_PRIMARY,0.049773745375954304
822,Hangzhou,waste_handling,PM25_PRIMARY,0.7057357772674309
823,Miami,powerplants,PM25_NH4,0.006302341542013821
824,Tshwane,industry,PM25_PRIMARY,0.3366912217711654
825,Austin,industry,PM25_PRIMARY,0.035528369643542154
826,Montréal,industry,PM25_NO3,0.5362393147995232
827,Seoul,industry,PM25_NO3,1.9054058374101368
828,Singapore,shipping,PM25_SO4,0.26649289156228106
829,Tokyo,residential,PM25_NH4,0.007885023634495048
830,Rotterdam,dust,PM25_PRIMARY,0.0
831,Seattle,powerplants,PM25_NO3,0.0019281111065778886
832,Rio de Janeiro,solvents,PM25_PRIMARY,0.0
833,Kuala Lumpur,dust,PM25_NH4,0.0
834,Lima,soil,PM25_NO3,0.0003833131669229
835,Seattle,soil,PM25_PRIMARY,0.0
836,Dar es Salaam,industry,PM25_PRIMARY,2.6131515746690264
837,Shenzhen,shipping,PM25_NH4,1.7293844817629646e-05
838,Sydney,agriculture,PM25_NH4,0.0010587679542045033
839,Buenos Aires,dust,PM25_PRIMARY,0.0
840,Nairobi,transportation,PM25_NH4,0.00039678783956034026
841,Melbourne,dust,PM25_PRIMARY,0.0
842,"Washington, DC",powerplants,PM25_NH4,0.0023472868545831704
843,Copenhagen,agriculture,PM25_PRIMARY,0.0
844,Oslo,soil,PM25_SO4,0.0
845,Karachi,vegetation,PM25_PRIMARY,0.0
846,Quezon City,residential,PM25_SOA,0.00010849784807662973
847,Madrid,soil,PM25_PRIMARY,0.0
848,Abidjan,residential,PM25_SO4,0.0451664572202317
849,Johannesburg,agriculture,PM25_NO3,0.00046803992444570126
850,Jakarta,wildfires,PM25_PRIMARY,0.0008846782448733195
851,Tokyo,soil,PM25_SO4,0.0
852,Shenzhen,soil,PM25_PRIMARY,0.0
853,San Francisco,industry,PM25_NH4,0.18989870715198184
854,Freetown,vegetation,PM25_PRIMARY,0.0
855,Accra,industry,PM25_PRIMARY,0.510782921752253
856,Shenzhen,powerplants,PM25_NH4,0.005611886229388907
857,Santiago,wildfires,PM25_NH4,0.0
858,Lagos,transportation,PM25_NH4,0.001033599284500384
859,New Orleans,soil,PM25_NH4,0.0
860,Houston,vegetation,PM25_PRIMARY,0.0
861,Copenhagen,shipping,PM25_NH4,1.0160558695573821e-05
862,Kolkata,agriculture,PM25_NH4,0.07508920559394047
863,Kuala Lumpur,powerplants,PM25_PRIMARY,0.003554768870910333
864,Kuala Lumpur,shipping,PM25_NO3,0.009402281694827564
865,Bogotá,dust,PM25_NO3,0.0
866,Paris,agriculture,PM25_NH4,0.019206261986207847
867,Wuhan,agriculture,PM25_SOA,0.0
868,Chennai,waste_handling,PM25_PRIMARY,0.8837896213670691
869,Rotterdam,agriculture,PM25_NH4,0.06529666199727231
870,Stockholm,soil,PM25_NO3,0.002829157217025656
871,Seoul,waste_handling,PM25_PRIMARY,0.0939978465762632
872,Dhaka,wildfires,PM25_PRIMARY,0.0
873,Durban (eThekwini),shipping,PM25_NO3,0.004837525221688653
874,Sydney,dust,PM25_NH4,0.0
875,Houston,solvents,PM25_PRIMARY,0.0
876,Tokyo,transportation,PM25_NH4,0.03309104767170646
877,Miami,wildfires,PM25_SO4,7.668806436715294e-07
878,Bengaluru,agriculture,PM25_PRIMARY,0.0
879,Buenos Aires,residential,PM25_PRIMARY,1.294465182669971
880,Guadalajara,dust,PM25_PRIMARY,0.0
881,Santiago,solvents,PM25_NH4,0.0
882,Athens,industry,PM25_PRIMARY,0.2787760345884868
883,Buenos Aires,industry,PM25_PRIMARY,0.4951411535346123
884,Kolkata,waste_handling,PM25_NH4,0.17651966726947926
885,Seoul,transportation,PM25_PRIMARY,1.6819868630783068
886,Johannesburg,residential,PM25_NO3,0.09308548366164576
887,Tel Aviv,vegetation,PM25_SOA,0.030042962428389355
888,Bogotá,agriculture,PM25_NH4,0.10753029195455067
889,Curitiba,soil,PM25_PRIMARY,0.0
890,Rio de Janeiro,vegetation,PM25_PRIMARY,0.0
891,Amsterdam,shipping,PM25_PRIMARY,0.0016008011921461553
892,New Orleans,vegetation,PM25_PRIMARY,0.0
893,Lima,powerplants,PM25_NO3,0.002031616287760776
894,Karachi,soil,PM25_PRIMARY,0.0
895,Hangzhou,dust,PM25_NH4,0.0
896,Sydney,powerplants,PM25_NH4,0.00020525296598016492
897,"Washington, DC",solvents,PM25_NH4,0.0
898,Singapore,dust,PM25_NO3,0.0
899,Dar es Salaam,shipping,PM25_PRIMARY,8.115113287098388e-05
900,Curitiba,vegetation,PM25_SOA,0.012601045938680298
901,Dar es Salaam,residential,PM25_PRIMARY,4.762415435390559
902,Bengaluru,residential,PM25_PRIMARY,2.2837997650204
903,Quezon City,waste_handling,PM25_SO4,0.00010680155756728266
904,Dhaka,shipping,PM25_PRIMARY,0.0
905,Yokohama,residential,PM25_SOA,0.017712770555081973
906,Accra,transportation,PM25_PRIMARY,0.2885603599923531
907,Singapore,vegetation,PM25_PRIMARY,0.0
908,Chengdu,powerplants,PM25_SOA,0.006495880787323486
909,Amman,soil,PM25_PRIMARY,0.0
910,Fuzhou,soil,PM25_PRIMARY,0.0
911,Nairobi,soil,PM25_NH4,0.0
912,Lisbon,vegetation,PM25_NH4,0.0
913,Guadalajara,agriculture,PM25_SOA,0.0
914,Addis Ababa,agriculture,PM25_NH4,0.07626431977427957
915,Jaipur,residential,PM25_PRIMARY,0.33035115535832976
916,Vancouver,waste_handling,PM25_PRIMARY,0.01227615267557649
917,Jaipur,solvents,PM25_NH4,0.0
918,Buenos Aires,agriculture,PM25_PRIMARY,0.0
919,Portland,waste_handling,PM25_PRIMARY,0.0214630846671893
920,Dakar,vegetation,PM25_PRIMARY,0.0
921,Ciudad de México,waste_handling,PM25_SO4,0.06302227222331243
922,Beijing,shipping,PM25_NH4,0.0
923,Melbourne,agriculture,PM25_PRIMARY,0.0
924,Kolkata,industry,PM25_PRIMARY,2.938915887246223
925,Ho Chi Minh City,shipping,PM25_NH4,1.686887319177755e-07
926,Austin,residential,PM25_PRIMARY,0.09496050319558262
927,Montréal,powerplants,PM25_NH4,0.0014504306114264608
928,Wuhan,soil,PM25_PRIMARY,0.0
929,Phoenix,industry,PM25_SO4,0.5403866532417377
930,Montréal,residential,PM25_NH4,0.01930894311254095
931,Karachi,shipping,PM25_PRIMARY,0.000520601066453734
932,Chicago,residential,PM25_SO4,0.0746762151168731
933,Amsterdam,transportation,PM25_SO4,0.0031716668067356553
934,Kuala Lumpur,vegetation,PM25_PRIMARY,0.0
935,Kuala Lumpur,transportation,PM25_PRIMARY,0.8321309273229571
936,Nanjing,solvents,PM25_NH4,0.0
937,Tel Aviv,powerplants,PM25_NO3,0.12307477199145725
938,Abidjan,dust,PM25_PRIMARY,0.0
939,Zhenjiang,waste_handling,PM25_NH4,0.08670121294985972
940,Abidjan,vegetation,PM25_NH4,0.0
